 lo;la;aId;aCIId;t;cId 
 10.8414203;59.8748446;220017;220022;Østensjøstua foreldrebarnehage;58430 
 10.8517873;59.8994317;215060;215065;Østmarka Idrettsbarnehage AS;56586 
 10.9202335;59.9431788;213462;213467;Øvre Høybråten barnehage;56363 
 10.7781454;59.9081922;211271;211276;Åkeberg barnehage;56050 
 10.7629823;59.9462074;260835;260839;Åpen barnehage;67790 
 10.8773174;59.9620272;211607;211612;Åpen barnehage;56098 
 10.9202437;59.9595512;213434;213439;Åpen barnehage - Bydel Stovner;56359 
 10.8476058;59.9446324;210739;210744;Åpen barnehage Bjerke Familiesenter;55974 
 10.8118796;59.9456223;210746;210751;Årvoll barnehage;55975 
 10.8178991;59.9508838;210753;210758;Årvollskogen barnehage;55976 
 10.8135197;59.9456924;210760;210765;Årvollveien estetiske barnehage;55977 
 10.7839867;59.8255242;213630;213635;Åsbråten barnehage;56387 
 10.7709402;59.9376721;213070;213075;Åsenhagen barnehage;56307 
 10.771832;59.938179;213077;213082;Åsenhagen Åpen barnehage;56308 
 10.7881761;59.8276983;213679;213684;Åstun barnehage;56394}]}
